"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"1919",46083,2018-03-19,25,13,23,6.86,82.39,3,"male","unempl","full-time","single"
"1920",59242,2018-04-17,24,22,19,6.14,59.72,5,"female","empl","part-time","single"
"1921",33170,2018-05-15,17,24,22,5.43,63.11,2,"male","unempl","full-time","single"
"1922",35118,2018-05-14,32,24,21,5.57,56.11,5,"male","unempl","full-time","divorced"
"1923",28570,2018-05-24,25,24,19,5.86,51.35,1,"female","empl","part-time","single"
"1924",27732,2018-05-05,27,19,19,6.57,60.98,2,"female","empl","part-time","divorced"
"1925",59245,2018-03-15,24,21,21,6,71.74,4,"male","unempl","full-time","single"
"1926",80470,2018-04-19,22,25,21,5.43,60.36,2,"male","unempl","full-time","single"
"1927",19654,2018-05-10,19,22,19,6.14,60.5,1,"female","empl","part-time","single"
"1928",15349,2018-04-07,25,22,21,5.86,63.98,4,"male","unempl","full-time","single"
"1929",16074,2018-03-05,21,16,25,6.14,79.08,1,"male","unempl","full-time","single"
"1930",96022,2018-02-17,22,22,18,6.29,55.38,2,"female","empl","part-time","single"
"1931",19588,2018-04-11,27,25,23,5.14,66.11,5,"male","unempl","full-time","divorced"
"1932",78314,2018-04-12,29,21,26,5.29,79.14,5,"male","unempl","full-time","divorced"
"1933",59019,2018-01-15,31,20,21,6.14,70.29,5,"male","unempl","full-time","divorced"
"1934",16662,2018-04-24,25,21,18,6.43,47.89,4,"female","empl","part-time","single"
"1935",46624,2018-04-16,23,22,20,6,63.01,1,"male","unempl","full-time","single"
"1936",39384,2018-03-05,28,26,17,5.86,42.85,5,"female","empl","part-time","divorced"
"1937",95156,2018-02-02,27,18,18,6.86,65.19,4,"female","empl","part-time","divorced"
"1938",76950,2018-01-30,24,26,22,5.14,62.54,5,"male","unempl","full-time","single"
"1939",85436,2018-04-30,25,25,13,6.57,39.7,3,"female","empl","part-time","single"
"1940",74052,2018-01-04,22,20,22,6,69.9,3,"male","unempl","full-time","single"
"1941",91906,2018-05-01,25,20,20,6.29,62.49,1,"male","unempl","full-time","single"
"1942",68518,2018-02-03,25,24,19,5.86,49.79,1,"female","empl","part-time","single"
"1943",60240,2018-04-07,25,25,19,5.71,49.87,4,"female","empl","part-time","single"
"1944",66674,2018-01-22,24,24,16,6.29,41.15,1,"female","empl","part-time","single"
"1945",23596,2018-01-19,22,21,26,5.29,78.86,1,"male","unempl","full-time","single"
"1946",79871,2018-01-22,27,22,19,6.14,58.06,3,"female","empl","part-time","divorced"
"1947",11741,2018-04-27,22,17,22,6.43,72.98,3,"male","unempl","full-time","single"
"1948",24909,2018-01-19,24,23,18,6.14,55.86,3,"female","empl","part-time","single"
"1949",12040,2018-02-13,26,19,19,6.57,63.71,4,"female","empl","part-time","divorced"
"1950",51301,2018-04-08,26,20,21,6.14,56.57,1,"male","unempl","full-time","divorced"
"1951",5589,2018-01-14,21,19,26,5.57,76.9,3,"male","unempl","full-time","single"
"1952",2718,2018-03-13,23,21,25,5.43,74.18,3,"male","unempl","full-time","single"
"1953",2006,2018-01-29,29,22,15,6.71,45.4,5,"female","empl","part-time","divorced"
"1954",14151,2018-01-20,31,14,20,7.14,85.29,5,"male","unempl","full-time","single"
"1955",57912,2018-04-23,27,21,24,5.57,75.01,3,"male","unempl","full-time","divorced"
"1956",36203,2018-02-16,17,18,24,6,80.71,3,"male","unempl","full-time","single"
"1957",61315,2018-06-07,29,17,20,6.71,73.44,5,"male","unempl","full-time","divorced"
"1958",28804,2018-03-01,24,27,15,6,41.61,2,"female","empl","part-time","single"
"1959",39564,2018-03-06,24,23,19,6,65.39,4,"female","empl","part-time","single"
"1960",13824,2018-05-24,25,27,21,5.14,57.98,4,"male","unempl","full-time","single"
"1961",79454,2018-04-30,29,22,16,6.57,50.47,3,"female","empl","part-time","divorced"
"1962",88485,2018-01-14,28,21,18,6.43,55.85,1,"female","empl","part-time","divorced"
"1963",5606,2018-03-11,28,18,19,6.71,64.06,2,"female","empl","part-time","divorced"
"1964",29130,2018-04-15,20,21,20,6.14,70.4,4,"male","unempl","full-time","single"
"1965",28304,2018-04-04,22,18,16,7.14,55.72,4,"female","empl","part-time","single"
"1966",80291,2018-01-21,27,21,19,6.29,57.48,4,"female","empl","part-time","divorced"
"1967",39364,2018-02-09,18,25,20,5.57,51.1,5,"male","unempl","full-time","single"
"1968",84329,2018-03-06,21,23,17,6.29,47.22,5,"female","empl","part-time","single"
"1969",25463,2018-03-22,26,22,20,6,53.67,5,"male","unempl","full-time","divorced"
"1970",26502,2018-05-10,27,22,22,5.71,61.78,4,"male","unempl","full-time","divorced"
"1971",51169,2018-03-22,25,22,23,5.57,76.92,4,"male","unempl","full-time","single"
"1972",72834,2018-02-05,29,22,25,5.29,78.43,2,"male","unempl","full-time","divorced"
"1973",7620,2018-02-26,25,24,22,5.43,71.25,3,"male","unempl","full-time","single"
"1974",22222,2018-02-15,23,23,16,6.43,53.96,3,"female","empl","part-time","single"
"1975",59831,2018-01-03,25,25,20,5.57,60.2,4,"male","unempl","full-time","single"
"1976",24518,2018-01-28,26,24,17,6.14,53.02,1,"female","empl","part-time","divorced"
"1977",17111,2018-04-08,22,25,17,6,48.12,4,"female","empl","part-time","single"
"1978",8394,2018-02-19,20,19,22,6.14,77.31,4,"male","unempl","full-time","single"
"1979",35223,2018-06-05,29,22,18,6.29,50.09,2,"female","empl","part-time","divorced"
"1980",98362,2018-04-21,29,21,23,5.71,66.41,3,"male","unempl","full-time","divorced"
"1981",32564,2018-05-24,28,24,17,6.14,43.48,4,"female","empl","part-time","divorced"
"1982",75730,2018-01-20,29,20,22,6,70.36,2,"male","unempl","full-time","divorced"
"1983",68828,2018-03-13,23,25,17,6,43.71,3,"female","empl","part-time","single"
"1984",24015,2018-03-20,28,21,24,5.57,78.86,3,"male","unempl","full-time","divorced"
"1985",72361,2018-01-12,19,21,18,6.43,65.18,1,"female","empl","part-time","single"
"1986",17278,2018-01-23,27,26,13,6.43,37.77,1,"female","empl","part-time","divorced"
"1987",97788,2018-02-25,21,19,26,5.57,81.45,4,"male","unempl","full-time","single"
"1988",73069,2018-01-04,27,25,17,6,42.84,5,"female","empl","part-time","divorced"
"1989",62216,2018-01-12,23,20,24,5.71,77.38,2,"male","unempl","full-time","single"
"1990",84782,2018-05-12,34,19,18,6.71,57.74,1,"female","empl","part-time","divorced"
"1991",72908,2018-05-16,23,23,24,5.29,73.03,3,"male","unempl","full-time","single"
"1992",82451,2018-01-06,30,21,20,6.14,57.1,1,"male","unempl","full-time","divorced"
"1993",4558,2018-01-18,26,27,18,5.57,50.67,2,"female","empl","part-time","divorced"
"1994",28118,2018-03-25,26,23,22,5.57,66.33,1,"male","unempl","full-time","divorced"
"1995",36129,2018-01-01,26,19,20,6.43,65.43,5,"male","unempl","full-time","divorced"
"1996",80053,2018-01-05,23,18,22,6.29,71.43,3,"male","unempl","full-time","single"
"1997",42363,2018-05-27,27,25,13,6.57,40.2,5,"female","empl","part-time","divorced"
"1998",18413,2018-04-07,26,22,26,5.14,81.88,5,"male","unempl","full-time","divorced"
"1999",6462,2018-05-01,23,17,21,6.57,66.21,1,"male","unempl","full-time","single"
"2000",84898,2018-06-04,21,24,24,5.14,66.02,1,"male","unempl","full-time","single"
